PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30169657","A comprehensive evaluation of the genetic architecture of sudden cardiac arrest","Ashar FN, Mitchell RN, Albert CM, Newton-Cheh C, Brody JA, Müller-Nurasyid M, Moes A, Meitinger T, Mak A, Huikuri H, Junttila MJ, Goyette P, Pulit SL, Pazoki R, Tanck MW, Blom MT, Zhao X, Havulinna AS, Jabbari R, Glinge C, Tragante V, Escher SA, Chakravarti A, Ehret G, Coresh J, Li M, Prineas RJ, Franco OH, Kwok PY, Lumley T, Dumas F, McKnight B, Rotter JI, Lemaitre RN, Heckbert SR, O'Donnell CJ, Hwang SJ, Tardif JC, VanDenburgh M, Uitterlinden AG, Hofman A, Stricker BHC, de Bakker PIW, Franks PW, Jansson JH, Asselbergs FW, Halushka MK, Maleszewski JJ, Tfelt-Hansen J, Engstrøm T, Salomaa V, Virmani R, Kolodgie F, Wilde AAM, Tan HL, Bezzina CR, Eijgelsheim M, Rioux JD, Jouven X, Kääb S, Psaty BM, Siscovick DS, Arking DE, Sotoodehnia N.","Eur Heart J. 2018 Nov 21;39(44):3961-3969. doi: 10.1093/eurheartj/ehy474.","Ashar FN","Eur Heart J","2018","2018/09/01","PMC6247663","","10.1093/eurheartj/ehy474"
"31533965","Quantitative fluorescence endoscopy: an innovative endoscopy approach to evaluate neoadjuvant treatment response in locally advanced rectal cancer","Tjalma JJJ, Koller M, Linssen MD, Hartmans E, de Jongh S, Jorritsma-Smit A, Karrenbeld A, de Vries EG, Kleibeuker JH, Pennings JP, Havenga K, Hemmer PH, Hospers GA, van Etten B, Ntziachristos V, van Dam GM, Robinson DJ, Nagengast WB.","Gut. 2020 Mar;69(3):406-410. doi: 10.1136/gutjnl-2019-319755. Epub 2019 Sep 18.","Tjalma JJJ","Gut","2020","2019/09/20","PMC7034345","","10.1136/gutjnl-2019-319755"
"31478079","[Erratum to: Ethical consideration of studies involving human subjects outside the regulatory framework: not mandatory, but of high relevance]","Pigeot I, Foraita R, Frömke C, Haller B, Hoffmann VS, Zapf A.","Bundesgesundheitsblatt Gesundheitsforschung Gesundheitsschutz. 2019 Oct;62(10):1276-1277. doi: 10.1007/s00103-019-03014-9.","Pigeot I","Bundesgesundheitsblatt Gesundheitsforschung Gesundheitsschutz","2019","2019/09/04","","","10.1007/s00103-019-03014-9"
"31302391","Deep learning derived tumor infiltration maps for personalized target definition in Glioblastoma radiotherapy","Peeken JC, Molina-Romero M, Diehl C, Menze BH, Straube C, Meyer B, Zimmer C, Wiestler B, Combs SE.","Radiother Oncol. 2019 Sep;138:166-172. doi: 10.1016/j.radonc.2019.06.031. Epub 2019 Jul 11.","Peeken JC","Radiother Oncol","2019","2019/07/15","","","10.1016/j.radonc.2019.06.031"
"31276879","Uptake and depuration kinetics of dicofol metabolite 4,4'-dichlorobenzophenone, in the edible Asiatic clam Meretrix meretrix","Ivorra L, Cruzeiro C, Chan SK, Tagulao KA, Cardoso PG.","Chemosphere. 2019 Nov;235:662-669. doi: 10.1016/j.chemosphere.2019.06.155. Epub 2019 Jun 27.","Ivorra L","Chemosphere","2019","2019/07/06","","","10.1016/j.chemosphere.2019.06.155"
"30955883","The Chaperonin TRiC/CCT Associates with Prefoldin through a Conserved Electrostatic Interface Essential for Cellular Proteostasis","Gestaut D, Roh SH, Ma B, Pintilie G, Joachimiak LA, Leitner A, Walzthoeni T, Aebersold R, Chiu W, Frydman J.","Cell. 2019 Apr 18;177(3):751-765.e15. doi: 10.1016/j.cell.2019.03.012. Epub 2019 Apr 4.","Gestaut D","Cell","2019","2019/04/09","PMC6629582","NIHMS1525271","10.1016/j.cell.2019.03.012"
"30293191","Pancreas Pathology During the Natural History of Type 1 Diabetes","Rodriguez-Calvo T, Richardson SJ, Pugliese A.","Curr Diab Rep. 2018 Oct 6;18(11):124. doi: 10.1007/s11892-018-1084-3.","Rodriguez-Calvo T","Curr Diab Rep","2018","2018/10/08","","","10.1007/s11892-018-1084-3"
"30241788","Minimum breast distance largely explains individual variability in doses to contralateral breast from breast-cancer radiotherapy","Kundrát P, Remmele J, Rennau H, Sebb S, Simonetto C, Eidemüller M, Wolf U, Hildebrandt G.","Radiother Oncol. 2019 Feb;131:186-191. doi: 10.1016/j.radonc.2018.08.022. Epub 2018 Sep 18.","Kundrát P","Radiother Oncol","2019","2018/09/23","","","10.1016/j.radonc.2018.08.022"
"29993025","Dietary non-fermentable fiber prevents autoimmune neurological disease by changing gut metabolic and immune status","Berer K, Martínez I, Walker A, Kunkel B, Schmitt-Kopplin P, Walter J, Krishnamoorthy G.","Sci Rep. 2018 Jul 11;8(1):10431. doi: 10.1038/s41598-018-28839-3.","Berer K","Sci Rep","2018","2018/07/12","PMC6041322","","10.1038/s41598-018-28839-3"
"29315897","Fluorescent Polyvinylphosphonate Bioconjugates for Selective Cellular Delivery","Schwarzenböck C, Schaffer A, Nößner E, Nelson PJ, Huss R, Rieger B.","Chemistry. 2018 Feb 21;24(11):2584-2587. doi: 10.1002/chem.201706034. Epub 2018 Jan 25.","Schwarzenböck C","Chemistry","2018","2018/01/10","","","10.1002/chem.201706034"
"29170369","Stress-responsive FKBP51 regulates AKT2-AS160 signaling and metabolic function","Balsevich G, Häusl AS, Meyer CW, Karamihalev S, Feng X, Pöhlmann ML, Dournes C, Uribe-Marino A, Santarelli S, Labermaier C, Hafner K, Mao T, Breitsamer M, Theodoropoulou M, Namendorf C, Uhr M, Paez-Pereda M, Winter G, Hausch F, Chen A, Tschöp MH, Rein T, Gassen NC, Schmidt MV.","Nat Commun. 2017 Nov 23;8(1):1725. doi: 10.1038/s41467-017-01783-y.","Balsevich G","Nat Commun","2017","2017/11/25","PMC5700978","","10.1038/s41467-017-01783-y"
"28941666","Enhanced nitrogen removal using solid carbon source in constructed wetland with limited aeration","Yang Z, Yang L, Wei C, Wu W, Zhao X, Lu T.","Bioresour Technol. 2018 Jan;248(Pt B):98-103. doi: 10.1016/j.biortech.2017.07.188. Epub 2017 Aug 4.","Yang Z","Bioresour Technol","2018","2017/09/25","","","10.1016/j.biortech.2017.07.188"
"28851842","A chemical compound inhibiting the Aha1-Hsp90 chaperone complex","Stiegler SC, Rübbelke M, Korotkov VS, Weiwad M, John C, Fischer G, Sieber SA, Sattler M, Buchner J.","J Biol Chem. 2017 Oct 13;292(41):17073-17083. doi: 10.1074/jbc.M117.797829. Epub 2017 Aug 28.","Stiegler SC","J Biol Chem","2017","2017/08/31","PMC5641884","","10.1074/jbc.M117.797829"
"28836055","Operating Room Efficiency before and after Entrance in a Benchmarking Program for Surgical Process Data","Pedron S, Winter V, Oppel EM, Bialas E.","J Med Syst. 2017 Aug 23;41(10):151. doi: 10.1007/s10916-017-0798-0.","Pedron S","J Med Syst","2017","2017/08/25","","","10.1007/s10916-017-0798-0"
"28685769","β-Cell mass versus function in type 1 diabetes mellitus: truth or dare?","Rodriguez-Calvo T, Atkinson M, von Herrath M.","Nat Rev Endocrinol. 2017 Sep;13(9):1. doi: 10.1038/nrendo.2017.83. Epub 2017 Jul 7.","Rodriguez-Calvo T","Nat Rev Endocrinol","2017","2017/07/08","PMC7297291","NIHMS1598177","10.1038/nrendo.2017.83"
"28646463","Patterns of failure after radical prostatectomy in prostate cancer - implications for radiation therapy planning after (68)Ga-PSMA-PET imaging","Schiller K, Sauter K, Dewes S, Eiber M, Maurer T, Gschwend J, Combs SE, Habl G.","Eur J Nucl Med Mol Imaging. 2017 Sep;44(10):1656-1662. doi: 10.1007/s00259-017-3746-9. Epub 2017 Jun 23.","Schiller K","Eur J Nucl Med Mol Imaging","2017","2017/06/25","","","10.1007/s00259-017-3746-9"
"28330904","Autonomous TNF is critical for in vivo monocyte survival in steady state and inflammation","Wolf Y, Shemer A, Polonsky M, Gross M, Mildner A, Yona S, David E, Kim KW, Goldmann T, Amit I, Heikenwalder M, Nedospasov S, Prinz M, Friedman N, Jung S.","J Exp Med. 2017 Apr 3;214(4):905-917. doi: 10.1084/jem.20160499. Epub 2017 Mar 22.","Wolf Y","J Exp Med","2017","2017/03/24","PMC5379969","","10.1084/jem.20160499"
"28298440","Structural basis of outer dynein arm intraflagellar transport by the transport adaptor protein ODA16 and the intraflagellar transport protein IFT46","Taschner M, Mourão A, Awasthi M, Basquin J, Lorentzen E.","J Biol Chem. 2017 May 5;292(18):7462-7473. doi: 10.1074/jbc.M117.780155. Epub 2017 Mar 15.","Taschner M","J Biol Chem","2017","2017/03/17","PMC5418046","","10.1074/jbc.M117.780155"
"27746336","Human stem cell-derived hepatocytes as a model for hepatitis B virus infection, spreading and virus-host interactions","Xia Y, Carpentier A, Cheng X, Block PD, Zhao Y, Zhang Z, Protzer U, Liang TJ.","J Hepatol. 2017 Mar;66(3):494-503. doi: 10.1016/j.jhep.2016.10.009. Epub 2016 Oct 14.","Xia Y","J Hepatol","2017","2016/10/18","PMC5316493","NIHMS832547","10.1016/j.jhep.2016.10.009"
"27502409","Neonatal encephalocardiomyopathy caused by mutations in VARS2","Baertling F, Alhaddad B, Seibt A, Budaeus S, Meitinger T, Strom TM, Mayatepek E, Schaper J, Prokisch H, Haack TB, Distelmaier F.","Metab Brain Dis. 2017 Feb;32(1):267-270. doi: 10.1007/s11011-016-9890-2. Epub 2016 Aug 8.","Baertling F","Metab Brain Dis","2017","2016/08/10","","","10.1007/s11011-016-9890-2"
"26921767","Altered levels of acylcarnitines, phosphatidylcholines, and sphingomyelins in peritoneal fluid from ovarian endometriosis patients","Vouk K, Ribič-Pucelj M, Adamski J, Rižner TL.","J Steroid Biochem Mol Biol. 2016 May;159:60-9. doi: 10.1016/j.jsbmb.2016.02.023. Epub 2016 Feb 24.","Vouk K","J Steroid Biochem Mol Biol","2016","2016/02/28","","","10.1016/j.jsbmb.2016.02.023"
"26834718","Spatial Interaction of Archaeal Ammonia-Oxidizers and Nitrite-Oxidizing Bacteria in an Unfertilized Grassland Soil","Stempfhuber B, Richter-Heitmann T, Regan KM, Kölbl A, Wüst PK, Marhan S, Sikorski J, Overmann J, Friedrich MW, Kandeler E, Schloter M.","Front Microbiol. 2016 Jan 22;6:1567. doi: 10.3389/fmicb.2015.01567. eCollection 2015.","Stempfhuber B","Front Microbiol","2016","2016/02/03","PMC4722141","","10.3389/fmicb.2015.01567"
"26629545","Grating-based X-ray Dark-field Computed Tomography of Living Mice","Velroyen A, Yaroshenko A, Hahn D, Fehringer A, Tapfer A, Müller M, Noël PB, Pauwels B, Sasov A, Yildirim AÖ, Eickelberg O, Hellbach K, Auweter SD, Meinel FG, Reiser MF, Bech M, Pfeiffer F.","EBioMedicine. 2015 Aug 13;2(10):1500-6. doi: 10.1016/j.ebiom.2015.08.014. eCollection 2015 Oct.","Velroyen A","EBioMedicine","2015","2015/12/03","PMC4634200","","10.1016/j.ebiom.2015.08.014"
"26585323","The MICA-129Met/Val dimorphism affects plasma membrane expression and shedding of the NKG2D ligand MICA","Isernhagen A, Schilling D, Monecke S, Shah P, Elsner L, Walter L, Multhoff G, Dressel R.","Immunogenetics. 2016 Feb;68(2):109-23. doi: 10.1007/s00251-015-0884-8. Epub 2015 Nov 19.","Isernhagen A","Immunogenetics","2016","2015/11/21","PMC4728179","","10.1007/s00251-015-0884-8"
"26340335","De Novo Mutations in CHAMP1 Cause Intellectual Disability with Severe Speech Impairment","Hempel M, Cremer K, Ockeloen CW, Lichtenbelt KD, Herkert JC, Denecke J, Haack TB, Zink AM, Becker J, Wohlleber E, Johannsen J, Alhaddad B, Pfundt R, Fuchs S, Wieczorek D, Strom TM, van Gassen KL, Kleefstra T, Kubisch C, Engels H, Lessel D.","Am J Hum Genet. 2015 Sep 3;97(3):493-500. doi: 10.1016/j.ajhg.2015.08.003.","Hempel M","Am J Hum Genet","2015","2015/09/05","PMC4564986","","10.1016/j.ajhg.2015.08.003"
"31811450","Investigation of total zinc contents and zinc-protein profile in medicinal plants traditionally used for diabetes treatment","Ebrahim AM, Alnajjar AO, Mohammed ME, Idris AM, Mohammed MEA, Michalke B.","Biometals. 2020 Feb;33(1):65-74. doi: 10.1007/s10534-019-00230-3. Epub 2019 Dec 6.","Ebrahim AM","Biometals","2020","2019/12/08","","","10.1007/s10534-019-00230-3"
"30588515","Identification of genes required for eye development by high-throughput screening of mouse knockouts","Moore BA, Leonard BC, Sebbag L, Edwards SG, Cooper A, Imai DM, Straiton E, Santos L, Reilly C, Griffey SM, Bower L, Clary D, Mason J, Roux MJ, Meziane H, Herault Y; International Mouse Phenotyping Consortium, McKerlie C, Flenniken AM, Nutter LMJ, Berberovic Z, Owen C, Newbigging S, Adissu H, Eskandarian M, Hsu CW, Kalaga S, Udensi U, Asomugha C, Bohat R, Gallegos JJ, Seavitt JR, Heaney JD, Beaudet AL, Dickinson ME, Justice MJ, Philip V, Kumar V, Svenson KL, Braun RE, Wells S, Cater H, Stewart M, Clementson-Mobbs S, Joynson R, Gao X, Suzuki T, Wakana S, Smedley D, Seong JK, Tocchini-Valentini G, Moore M, Fletcher C, Karp N, Ramirez-Solis R, White JK, de Angelis MH, Wurst W, Thomasy SM, Flicek P, Parkinson H, Brown SDM, Meehan TF, Nishina PM, Murray SA, Krebs MP, Mallon AM, Lloyd KCK, Murphy CJ, Moshiri A.","Commun Biol. 2018 Dec 21;1:236. doi: 10.1038/s42003-018-0226-0. eCollection 2018.","Moore BA","Commun Biol","2018","2018/12/28","PMC6303268","","10.1038/s42003-018-0226-0"
"27228955","Relationship of Serum Trimethylamine N-Oxide (TMAO) Levels with early Atherosclerosis in Humans","Randrianarisoa E, Lehn-Stefan A, Wang X, Hoene M, Peter A, Heinzmann SS, Zhao X, Königsrainer I, Königsrainer A, Balletshofer B, Machann J, Schick F, Fritsche A, Häring HU, Xu G, Lehmann R, Stefan N.","Sci Rep. 2016 May 27;6:26745. doi: 10.1038/srep26745.","Randrianarisoa E","Sci Rep","2016","2016/05/28","PMC4882652","","10.1038/srep26745"
"31562371","A multi-source data integration approach reveals novel associations between metabolites and renal outcomes in the German Chronic Kidney Disease study","Altenbuchinger M, Zacharias HU, Solbrig S, Schäfer A, Büyüközkan M, Schultheiß UT, Kotsis F, Köttgen A, Spang R, Oefner PJ, Krumsiek J, Gronwald W.","Sci Rep. 2019 Sep 27;9(1):13954. doi: 10.1038/s41598-019-50346-2.","Altenbuchinger M","Sci Rep","2019","2019/09/29","PMC6764972","","10.1038/s41598-019-50346-2"
"31541895","Accurate quantification of metal-glycinates-sulphate complexes and free metals in feed by capillary electrophoresis inductively coupled plasma mass spectrometry","Ionescu C, Grill P, Witte H, Boigues C, Blanchard A, Löffler B, Michalke B.","J Trace Elem Med Biol. 2019 Dec;56:207-212. doi: 10.1016/j.jtemb.2019.08.010. Epub 2019 Aug 24.","Ionescu C","J Trace Elem Med Biol","2019","2019/09/22","","","10.1016/j.jtemb.2019.08.010"
"31420708","[The risk of subsequent primary cancer after radiotherapy of localised prostate cancer with carbon ions may be reduced compared to treatment with photons]","Kraus KM, Combs SE.","Strahlenther Onkol. 2019 Nov;195(11):1033-1035. doi: 10.1007/s00066-019-01510-0.","Kraus KM","Strahlenther Onkol","2019","2019/08/18","","","10.1007/s00066-019-01510-0"
"31210424","Potentiation of ABCA3 lipid transport function by ivacaftor and genistein","Kinting S, Li Y, Forstner M, Delhommel F, Sattler M, Griese M.","J Cell Mol Med. 2019 Aug;23(8):5225-5234. doi: 10.1111/jcmm.14397. Epub 2019 Jun 18.","Kinting S","J Cell Mol Med","2019","2019/06/19","PMC6652914","","10.1111/jcmm.14397"
"30254107","Arabidopsis RUP2 represses UVR8-mediated flowering in noninductive photoperiods","Arongaus AB, Chen S, Pireyre M, Glöckner N, Galvão VC, Albert A, Winkler JB, Fankhauser C, Harter K, Ulm R.","Genes Dev. 2018 Oct 1;32(19-20):1332-1343. doi: 10.1101/gad.318592.118. Epub 2018 Sep 25.","Arongaus AB","Genes Dev","2018","2018/09/27","PMC6169840","","10.1101/gad.318592.118"
"29862367","Molecular imaging of myocardial infarction with Gadofluorine P - A combined magnetic resonance and mass spectrometry imaging approach","Lohöfer F, Hoffmann L, Buchholz R, Huber K, Glinzer A, Kosanke K, Feuchtinger A, Aichler M, Feuerecker B, Kaissis G, Rummeny EJ, Höltke C, Faber C, Schilling F, Botnar RM, Walch AK, Karst U, Wildgruber M.","Heliyon. 2018 Apr 16;4(4):e00606. doi: 10.1016/j.heliyon.2018.e00606. eCollection 2018 Apr.","Lohöfer F","Heliyon","2018","2018/06/05","PMC5968177","","10.1016/j.heliyon.2018.e00606"
"29750646","Circulating steroid levels as correlates of adipose tissue phenotype in premenopausal women","Marchand GB, Carreau AM, Laforest S, Côté JA, Daris M, Cianflone K, Prehn C, Adamski J, Tchernof A.","Horm Mol Biol Clin Investig. 2018 May 11;34(1). doi: 10.1515/hmbci-2017-0082.","Marchand GB","Horm Mol Biol Clin Investig","2018","2018/05/12","","","10.1515/hmbci-2017-0082"
"29489900","Characterization and clinical enrichment of HLA-C*07:02-restricted Cytomegalovirus-specific CD8+ T cells","Schlott F, Steubl D, Ameres S, Moosmann A, Dreher S, Heemann U, Hösel V, Busch DH, Neuenhahn M.","PLoS One. 2018 Feb 28;13(2):e0193554. doi: 10.1371/journal.pone.0193554. eCollection 2018.","Schlott F","PLoS One","2018","2018/03/01","PMC5831000","","10.1371/journal.pone.0193554"
"29326337","Acid-Suppressive Drug Use During Pregnancy and the Risk of Childhood Asthma: A Meta-analysis","Lai T, Wu M, Liu J, Luo M, He L, Wang X, Wu B, Ying S, Chen Z, Li W, Shen H.","Pediatrics. 2018 Feb;141(2):e20170889. doi: 10.1542/peds.2017-0889. Epub 2018 Jan 11.","Lai T","Pediatrics","2018","2018/01/13","","","10.1542/peds.2017-0889"
"29309795","Lipase inhibitor orlistat prevents hepatitis B virus infection by targeting an early step in the virus life cycle","Esser K, Lucifora J, Wettengel J, Singethan K, Glinzer A, Zernecke A, Protzer U.","Antiviral Res. 2018 Mar;151:4-7. doi: 10.1016/j.antiviral.2018.01.001. Epub 2018 Jan 5.","Esser K","Antiviral Res","2018","2018/01/09","","","10.1016/j.antiviral.2018.01.001"
"28761104","Microfluidic sorting of intrinsically magnetic cells under visual control","Myklatun A, Cappetta M, Winklhofer M, Ntziachristos V, Westmeyer GG.","Sci Rep. 2017 Jul 31;7(1):6942. doi: 10.1038/s41598-017-06946-x.","Myklatun A","Sci Rep","2017","2017/08/02","PMC5537260","","10.1038/s41598-017-06946-x"
"28169375","The Rb1 tumour suppressor gene modifies telomeric chromatin architecture by regulating TERRA expression","Gonzalez-Vasconcellos I, Schneider R, Anastasov N, Alonso-Rodriguez S, Sanli-Bonazzi B, Fernández JL, Atkinson MJ.","Sci Rep. 2017 Feb 7;7:42056. doi: 10.1038/srep42056.","Gonzalez-Vasconcellos I","Sci Rep","2017","2017/02/08","PMC5294645","","10.1038/srep42056"
"27048370","Coping with the economic burden of Diabetes, TB and co-prevalence: evidence from Bishkek, Kyrgyzstan","Arnold M, Beran D, Haghparast-Bidgoli H, Batura N, Akkazieva B, Abdraimova A, Skordis-Worrall J.","BMC Health Serv Res. 2016 Apr 5;16:118. doi: 10.1186/s12913-016-1369-7.","Arnold M","BMC Health Serv Res","2016","2016/04/07","PMC4822315","","10.1186/s12913-016-1369-7"
"26833261","Potent in vitro antiviral activity of Cistus incanus extract against HIV and Filoviruses targets viral envelope proteins","Rebensburg S, Helfer M, Schneider M, Koppensteiner H, Eberle J, Schindler M, Gürtler L, Brack-Werner R.","Sci Rep. 2016 Feb 2;6:20394. doi: 10.1038/srep20394.","Rebensburg S","Sci Rep","2016","2016/02/03","PMC4735868","","10.1038/srep20394"
"26775689","Regulated necrosis: disease relevance and therapeutic opportunities","Conrad M, Angeli JP, Vandenabeele P, Stockwell BR.","Nat Rev Drug Discov. 2016 May;15(5):348-66. doi: 10.1038/nrd.2015.6. Epub 2016 Jan 18.","Conrad M","Nat Rev Drug Discov","2016","2016/01/19","PMC6531857","NIHMS1029409","10.1038/nrd.2015.6"
"31874880","Long-term outcomes in patients with severe depression after in-hospital treatment - study protocol of the depression long-term Augsburg (DELTA) study","Kirchberger I, Maleckar B, Meisinger C, Linseisen J, Schmauss M, Baumgärtner J.","BMJ Open. 2019 Dec 23;9(12):e032507. doi: 10.1136/bmjopen-2019-032507.","Kirchberger I","BMJ Open","2019","2019/12/26","PMC7008442","","10.1136/bmjopen-2019-032507"
"30934830","The Relationship between Daily Concentration of Fine Particulate Matter in Ambient Air and Exacerbation of Respiratory Diseases in Silesian Agglomeration, Poland","Kowalska M, Skrzypek M, Kowalski M, Cyrys J, Ewa N, Czech E.","Int J Environ Res Public Health. 2019 Mar 29;16(7):1131. doi: 10.3390/ijerph16071131.","Kowalska M","Int J Environ Res Public Health","2019","2019/04/03","PMC6479870","","10.3390/ijerph16071131"
"30867195","NMR- and MD simulation-based structural characterization of the membrane-associating FATC domain of ataxia telangiectasia mutated","Abd Rahim MS, Cherniavskyi YK, Tieleman DP, Dames SA.","J Biol Chem. 2019 Apr 26;294(17):7098-7112. doi: 10.1074/jbc.RA119.007653. Epub 2019 Mar 13.","Abd Rahim MS","J Biol Chem","2019","2019/03/15","PMC6497961","","10.1074/jbc.RA119.007653"
"30659523","Re-irradiation in elderly patients with glioblastoma: a single institution experience","Straube C, Antoni S, Gempt J, Zimmer C, Meyer B, Schlegel J, Schmidt-Graf F, Combs SE.","J Neurooncol. 2019 Apr;142(2):327-335. doi: 10.1007/s11060-019-03101-6. Epub 2019 Jan 18.","Straube C","J Neurooncol","2019","2019/01/20","","","10.1007/s11060-019-03101-6"
"30653608","Strain specific maturation of Dendritic cells and production of IL-1β controls CD40-driven colitis","Ogrinc Wagner A, Friedrich V, Barthels C, Marconi P, Blutke A, Brombacher F, Brocker T.","PLoS One. 2019 Jan 17;14(1):e0210998. doi: 10.1371/journal.pone.0210998. eCollection 2019.","Ogrinc Wagner A","PLoS One","2019","2019/01/18","PMC6336277","","10.1371/journal.pone.0210998"
"30626439","Brief telephone counselling is effective for caregivers who do not experience any major life events - caregiver-related outcomes of the German day-care study","Behrndt EM, Straubmeier M, Seidl H, Vetter C, Luttenberger K, Graessel E.","BMC Health Serv Res. 2019 Jan 9;19(1):20. doi: 10.1186/s12913-018-3853-8.","Behrndt EM","BMC Health Serv Res","2019","2019/01/11","PMC6325874","","10.1186/s12913-018-3853-8"
"29980087","Characterisation of dissolved organic matter using Fourier-transform ion cyclotron resonance mass spectrometry: Type-specific unique signatures and implications for reactivity","Niu XZ, Harir M, Schmitt-Kopplin P, Croué JP.","Sci Total Environ. 2018 Dec 10;644:68-76. doi: 10.1016/j.scitotenv.2018.06.351. Epub 2018 Jul 4.","Niu XZ","Sci Total Environ","2018","2018/07/07","","","10.1016/j.scitotenv.2018.06.351"
"29695423","E1B-55K-Mediated Regulation of RNF4 SUMO-Targeted Ubiquitin Ligase Promotes Human Adenovirus Gene Expression","Müncheberg S, Hay RT, Ip WH, Meyer T, Weiß C, Brenke J, Masser S, Hadian K, Dobner T, Schreiner S.","J Virol. 2018 Jun 13;92(13):e00164-18. doi: 10.1128/JVI.00164-18. Print 2018 Jul 1.","Müncheberg S","J Virol","2018","2018/04/27","PMC6002701","","10.1128/JVI.00164-18"
"29527512","Editorial: Data Based Radiation Oncology-Design of Clinical Trials","Kessel KA, Lee AWM, Bentzen SM, Vikram B, Nüsslin F, Combs SE.","Front Oncol. 2018 Feb 16;8:34. doi: 10.3389/fonc.2018.00034. eCollection 2018.","Kessel KA","Front Oncol","2018","2018/03/13","PMC5829625","","10.3389/fonc.2018.00034"
"29352236","Control of neural crest induction by MarvelD3-mediated attenuation of JNK signalling","Vacca B, Sanchez-Heras E, Steed E, Busson SL, Balda MS, Ohnuma SI, Sasai N, Mayor R, Matter K.","Sci Rep. 2018 Jan 19;8(1):1204. doi: 10.1038/s41598-018-19579-5.","Vacca B","Sci Rep","2018","2018/01/21","PMC5775312","","10.1038/s41598-018-19579-5"
"28632785","The association between various smoking behaviors, cotinine biomarkers and skin autofluorescence, a marker for advanced glycation end product accumulation","van Waateringe RP, Mook-Kanamori MJ, Slagter SN, van der Klauw MM, van Vliet-Ostaptchouk JV, Graaff R, Lutgers HL, Suhre K, El-Din Selim MM, Mook-Kanamori DO, Wolffenbuttel BHR.","PLoS One. 2017 Jun 20;12(6):e0179330. doi: 10.1371/journal.pone.0179330. eCollection 2017.","van Waateringe RP","PLoS One","2017","2017/06/21","PMC5478117","","10.1371/journal.pone.0179330"
"28492990","Field-Scale Pattern of Denitrifying Microorganisms and N(2)O Emission Rates Indicate a High Potential for Complete Denitrification in an Agriculturally Used Organic Soil","Schulz S, Kölbl A, Ebli M, Buegger F, Schloter M, Fiedler S.","Microb Ecol. 2017 Nov;74(4):765-770. doi: 10.1007/s00248-017-0991-1. Epub 2017 May 11.","Schulz S","Microb Ecol","2017","2017/05/12","","","10.1007/s00248-017-0991-1"
"27842066","Oxidized arachidonic and adrenic PEs navigate cells to ferroptosis","Kagan VE, Mao G, Qu F, Angeli JP, Doll S, Croix CS, Dar HH, Liu B, Tyurin VA, Ritov VB, Kapralov AA, Amoscato AA, Jiang J, Anthonymuthu T, Mohammadyani D, Yang Q, Proneth B, Klein-Seetharaman J, Watkins S, Bahar I, Greenberger J, Mallampalli RK, Stockwell BR, Tyurina YY, Conrad M, Bayır H.","Nat Chem Biol. 2017 Jan;13(1):81-90. doi: 10.1038/nchembio.2238. Epub 2016 Nov 14.","Kagan VE","Nat Chem Biol","2017","2016/11/15","PMC5506843","NIHMS873824","10.1038/nchembio.2238"
"27449766","The many faces of paediatric mitochondrial disease on neuroimaging","Baertling F, Klee D, Haack TB, Prokisch H, Meitinger T, Mayatepek E, Schaper J, Distelmaier F.","Childs Nerv Syst. 2016 Nov;32(11):2077-2083. doi: 10.1007/s00381-016-3190-3. Epub 2016 Jul 23.","Baertling F","Childs Nerv Syst","2016","2016/07/25","","","10.1007/s00381-016-3190-3"
"27763708","Increasing the Chemical-Shift Dispersion of Unstructured Proteins with a Covalent Lanthanide Shift Reagent","Göbl C, Resch M, Strickland M, Hartlmüller C, Viertler M, Tjandra N, Madl T.","Angew Chem Int Ed Engl. 2016 Nov 14;55(47):14847-14851. doi: 10.1002/anie.201607261. Epub 2016 Oct 20.","Göbl C","Angew Chem Int Ed Engl","2016","2016/10/21","PMC5146990","NIHMS833491","10.1002/anie.201607261"
"27402390","Bessere Prognose von Low-grade-Gliomen durch Kombination von Bestrahlung, Procarbazin, CCNU und Vincristin","Combs SE, Schmidt-Graf F, Meyer B.","Strahlenther Onkol. 2016 Sep;192(9):672-4. doi: 10.1007/s00066-016-1016-6.","Combs SE","Strahlenther Onkol","2016","2016/07/13","","","10.1007/s00066-016-1016-6"
"26910418","Pollen-Associated Microbiome Correlates with Pollution Parameters and the Allergenicity of Pollen","Obersteiner A, Gilles S, Frank U, Beck I, Häring F, Ernst D, Rothballer M, Hartmann A, Traidl-Hoffmann C, Schmid M.","PLoS One. 2016 Feb 24;11(2):e0149545. doi: 10.1371/journal.pone.0149545. eCollection 2016.","Obersteiner A","PLoS One","2016","2016/02/25","PMC4765992","","10.1371/journal.pone.0149545"
"26635812","A Diverse Repertoire of CD4 T Cells Targets the Immediate-Early 1 Protein of Human Cytomegalovirus","Ameres S, Liang X, Wiesner M, Mautner J, Moosmann A.","Front Immunol. 2015 Nov 25;6:598. doi: 10.3389/fimmu.2015.00598. eCollection 2015.","Ameres S","Front Immunol","2015","2015/12/05","PMC4658442","","10.3389/fimmu.2015.00598"
